billing_product_id,billing_account_id,asset_id,order_id,product_name,charge_type,charge_amount,last_billed_date,next_billing_date,status
BP00248,BACC00597,AST01261,ORD01261,Ethernet Circuit,Quarterly,242.0,20/05/2026,18/08/2026,Active
BP00249,BACC00017,AST01880,ORD01880,FTTC Broadband,Quarterly,47.5,20/05/2026,20/06/2026,Active
BP00250,BACC00260,AST01821,ORD01821,Cloud Voice,Annual,10.45,20/05/2026,18/08/2026,Active
BP00251,BACC00279,AST01047,ORD01047,PSTN Line,Monthly,20.35,20/05/2026,20/06/2026,Active
BP00252,BACC00172,AST00961,ORD00961,MPLS Circuit,Annual,162.0,20/05/2026,18/08/2026,Ceased
BP00253,BACC00867,AST01909,ORD01909,Cloud Voice,Annual,19.0,20/05/2026,20/06/2026,Ceased
BP00254,BACC00234,AST01608,ORD01608,PSTN Line,Monthly,27.75,20/05/2026,19/06/2026,Active
BP00255,BACC00976,AST01408,ORD01408,Broadband,Monthly,40.0,20/05/2026,20/06/2026,Active
BP00256,BACC00181,AST00341,ORD00341,SIP Trunk,Annual,17.5,20/05/2026,19/06/2026,Active
BP00257,BACC00565,AST01658,ORD01658,Cloud Voice,Quarterly,8.55,20/05/2026,20/06/2026,Active
BP00258,BACC00103,AST00418,ORD00418,Ethernet Circuit,Monthly,220.0,20/05/2026,20/06/2026,Active
BP00259,BACC00810,AST00722,ORD00722,SD-WAN,Monthly,225.0,20/05/2026,18/08/2026,Active
BP00260,BACC00663,AST00731,ORD00731,Broadband,Quarterly,64.0,20/05/2026,20/06/2026,Active
BP00261,BACC00042,AST01159,ORD01159,PSTN Line,Annual,23.12,20/05/2026,18/08/2026,Active
BP00262,BACC00753,AST01196,ORD01196,Cloud Voice,Annual,14.25,20/05/2026,18/08/2026,Active
BP00263,BACC00562,AST01482,ORD01482,Ethernet Circuit,Quarterly,440.0,20/05/2026,19/06/2026,Active
BP00264,BACC00659,AST00971,ORD00971,SD-WAN,Annual,165.0,20/05/2026,20/06/2026,Active
BP00265,BACC00430,AST01157,ORD01157,Cloud Voice,Annual,10.45,20/05/2026,19/06/2026,Active
BP00266,BACC00086,AST00061,ORD00061,Ethernet Circuit,Monthly,198.0,20/05/2026,18/08/2026,Active
BP00267,BACC00549,AST00855,ORD00855,SD-WAN,Annual,300.0,20/05/2026,20/06/2026,Active
BP00268,BACC00838,AST00167,ORD00167,FTTP Broadband,Quarterly,67.5,20/05/2026,18/08/2026,Active
BP00269,BACC00201,AST00112,ORD00112,Cloud Voice,Annual,10.45,20/05/2026,20/06/2026,Ceased
BP00270,BACC00786,AST01588,ORD01588,Ethernet Circuit,Monthly,220.0,20/05/2026,19/06/2026,Active
BP00271,BACC00267,AST01166,ORD01166,Cloud Voice,Monthly,11.88,20/05/2026,19/06/2026,Active
BP00272,BACC00859,AST01178,ORD01178,FTTP Broadband,Monthly,56.25,20/05/2026,18/08/2026,Active
BP00273,BACC00056,AST00070,ORD00070,Broadband,Quarterly,40.0,20/05/2026,19/06/2026,Active
BP00274,BACC00654,AST00771,ORD00771,SIP Trunk,Monthly,17.5,20/05/2026,18/08/2026,Active
BP00275,BACC00431,AST01393,ORD01393,Cloud Voice,Monthly,8.55,20/05/2026,20/06/2026,Active
BP00276,BACC00990,AST00756,ORD00756,Mobile Voice,Annual,21.6,20/05/2026,18/08/2026,Ceased
BP00277,BACC00120,AST01483,ORD01483,FTTP Broadband,Monthly,49.5,20/05/2026,20/06/2026,Active
BP00278,BACC00501,AST01916,ORD01916,Ethernet Circuit,Annual,242.0,20/05/2026,18/08/2026,Active
BP00279,BACC00013,AST01640,ORD01640,Broadband,Quarterly,32.0,20/05/2026,20/06/2026,Active
BP00280,BACC00096,AST01790,ORD01790,FTTC Broadband,Quarterly,57.0,20/05/2026,18/08/2026,Active
BP00281,BACC00175,AST01860,ORD01860,MPLS Circuit,Monthly,198.0,20/05/2026,19/06/2026,Active
BP00282,BACC00376,AST01572,ORD01572,SIP Trunk,Quarterly,12.6,20/05/2026,19/06/2026,Active
BP00283,BACC00564,AST01331,ORD01331,FTTC Broadband,Quarterly,76.0,20/05/2026,20/06/2026,Active
BP00284,BACC00671,AST00624,ORD00624,FTTC Broadband,Annual,47.5,20/05/2026,19/06/2026,Active
BP00285,BACC00076,AST00675,ORD00675,FTTC Broadband,Monthly,47.5,20/05/2026,18/08/2026,Active
BP00286,BACC00261,AST01895,ORD01895,MPLS Circuit,Annual,270.0,20/05/2026,19/06/2026,Ceased
BP00287,BACC00806,AST00840,ORD00840,SD-WAN,Quarterly,300.0,20/05/2026,18/08/2026,Active
BP00288,BACC00354,AST01147,ORD01147,MPLS Circuit,Monthly,225.0,20/05/2026,18/08/2026,Active
BP00289,BACC00840,AST01759,ORD01759,Cloud Voice,Quarterly,14.25,20/05/2026,19/06/2026,Inactive
BP00290,BACC00605,AST01479,ORD01479,SIP Trunk,Monthly,12.6,20/05/2026,18/08/2026,Active
BP00291,BACC00878,AST00865,ORD00865,FTTP Broadband,Quarterly,67.5,20/05/2026,18/08/2026,Ceased
BP00292,BACC00684,AST01933,ORD01933,Ethernet Circuit,Monthly,242.0,20/05/2026,20/06/2026,Active
BP00293,BACC00662,AST00899,ORD00899,PSTN Line,Monthly,18.5,20/05/2026,18/08/2026,Active
BP00294,BACC00102,AST01396,ORD01396,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Active
BP00295,BACC00460,AST00903,ORD00903,Cloud Voice,Quarterly,14.25,20/05/2026,19/06/2026,Active
BP00296,BACC00335,AST01591,ORD01591,MPLS Circuit,Quarterly,180.0,20/05/2026,20/06/2026,Active
BP00297,BACC00827,AST00223,ORD00223,SIP Trunk,Quarterly,21.0,20/05/2026,20/06/2026,Ceased
BP00298,BACC00491,AST01737,ORD01737,FTTP Broadband,Annual,40.5,20/05/2026,19/06/2026,Active
BP00299,BACC00852,AST00995,ORD00995,MPLS Circuit,Quarterly,162.0,20/05/2026,20/06/2026,Active
BP00300,BACC00096,AST00484,ORD00484,SD-WAN,Quarterly,225.0,20/05/2026,18/08/2026,Active
BP00301,BACC00303,AST01282,ORD01282,FTTP Broadband,Quarterly,45.0,20/05/2026,18/08/2026,Active
BP00302,BACC00512,AST01568,ORD01568,PSTN Line,Monthly,27.75,20/05/2026,19/06/2026,Active
BP00303,BACC00294,AST00239,ORD00239,FTTC Broadband,Quarterly,47.5,20/05/2026,18/08/2026,Active
BP00304,BACC00600,AST01092,ORD01092,SIP Trunk,Monthly,17.5,20/05/2026,20/06/2026,Ceased
BP00305,BACC00571,AST00479,ORD00479,PSTN Line,Monthly,18.5,20/05/2026,18/08/2026,Active
BP00306,BACC00767,AST01519,ORD01519,FTTC Broadband,Quarterly,76.0,20/05/2026,18/08/2026,Ceased
BP00307,BACC00938,AST00384,ORD00384,SD-WAN,Quarterly,187.5,20/05/2026,20/06/2026,Active
BP00308,BACC00528,AST01689,ORD01689,SIP Trunk,Quarterly,15.4,20/05/2026,19/06/2026,Active
BP00309,BACC00499,AST01754,ORD01754,FTTP Broadband,Quarterly,90.0,20/05/2026,18/08/2026,Inactive
BP00310,BACC00189,AST01362,ORD01362,FTTC Broadband,Quarterly,34.2,20/05/2026,18/08/2026,Active
BP00311,BACC00213,AST01430,ORD01430,Ethernet Circuit,Annual,330.0,20/05/2026,18/08/2026,Active
BP00312,BACC00525,AST00107,ORD00107,Broadband,Monthly,48.0,20/05/2026,20/06/2026,Inactive
BP00313,BACC00216,AST00086,ORD00086,SIP Trunk,Monthly,12.6,20/05/2026,19/06/2026,Active
BP00314,BACC00391,AST01230,ORD01230,Mobile Voice,Annual,48.0,20/05/2026,19/06/2026,Active
BP00315,BACC00738,AST01993,ORD01993,MPLS Circuit,Annual,360.0,20/05/2026,18/08/2026,Active
BP00316,BACC00482,AST01611,ORD01611,MPLS Circuit,Quarterly,198.0,20/05/2026,19/06/2026,Ceased
BP00317,BACC00879,AST01742,ORD01742,FTTC Broadband,Quarterly,41.8,20/05/2026,18/08/2026,Active
BP00318,BACC00678,AST00193,ORD00193,Ethernet Circuit,Quarterly,198.0,20/05/2026,18/08/2026,Active
BP00319,BACC00316,AST00646,ORD00646,PSTN Line,Quarterly,37.0,20/05/2026,20/06/2026,Active
BP00320,BACC00224,AST00078,ORD00078,Ethernet Circuit,Quarterly,198.0,20/05/2026,20/06/2026,Active
BP00321,BACC00692,AST00596,ORD00596,FTTC Broadband,Annual,38.0,20/05/2026,20/06/2026,Active
BP00322,BACC00181,AST00584,ORD00584,FTTC Broadband,Quarterly,38.0,20/05/2026,20/06/2026,Active
BP00323,BACC00334,AST00391,ORD00391,PSTN Line,Monthly,20.35,20/05/2026,20/06/2026,Active
BP00324,BACC00881,AST01523,ORD01523,Broadband,Monthly,48.0,20/05/2026,19/06/2026,Active
BP00325,BACC00678,AST01061,ORD01061,FTTP Broadband,Quarterly,90.0,20/05/2026,19/06/2026,Active
BP00326,BACC00603,AST01556,ORD01556,FTTC Broadband,Quarterly,41.8,20/05/2026,20/06/2026,Active
BP00327,BACC00227,AST01685,ORD01685,Mobile Voice,Quarterly,36.0,20/05/2026,18/08/2026,Active
BP00328,BACC00191,AST01637,ORD01637,PSTN Line,Quarterly,16.65,20/05/2026,18/08/2026,Active
BP00329,BACC00129,AST01250,ORD01250,SIP Trunk,Quarterly,17.5,20/05/2026,20/06/2026,Active
BP00330,BACC00630,AST01567,ORD01567,SD-WAN,Annual,300.0,20/05/2026,19/06/2026,Active
BP00331,BACC00913,AST01316,ORD01316,Broadband,Monthly,64.0,20/05/2026,18/08/2026,Ceased
BP00332,BACC00869,AST00955,ORD00955,FTTP Broadband,Monthly,45.0,20/05/2026,18/08/2026,Active
BP00333,BACC00689,AST01896,ORD01896,SD-WAN,Annual,187.5,20/05/2026,18/08/2026,Active
BP00334,BACC00743,AST00906,ORD00906,FTTP Broadband,Quarterly,90.0,20/05/2026,18/08/2026,Active
BP00335,BACC00826,AST00024,ORD00024,PSTN Line,Monthly,18.5,20/05/2026,18/08/2026,Active
BP00336,BACC00647,AST00687,ORD00687,Broadband,Quarterly,35.2,20/05/2026,20/06/2026,Active
BP00337,BACC00347,AST01837,ORD01837,Mobile Voice,Quarterly,48.0,20/05/2026,19/06/2026,Active
BP00338,BACC00012,AST00525,ORD00525,Ethernet Circuit,Quarterly,275.0,20/05/2026,20/06/2026,Inactive
BP00339,BACC00273,AST01589,ORD01589,Mobile Voice,Monthly,26.4,20/05/2026,20/06/2026,Active
BP00340,BACC00220,AST00527,ORD00527,SIP Trunk,Quarterly,21.0,20/05/2026,20/06/2026,Active
BP00341,BACC00697,AST00340,ORD00340,Cloud Voice,Monthly,14.25,20/05/2026,20/06/2026,Active
BP00342,BACC00574,AST01833,ORD01833,PSTN Line,Quarterly,27.75,20/05/2026,19/06/2026,Active
BP00343,BACC00470,AST00659,ORD00659,MPLS Circuit,Quarterly,162.0,20/05/2026,20/06/2026,Active
BP00344,BACC00666,AST00564,ORD00564,PSTN Line,Monthly,37.0,20/05/2026,18/08/2026,Active
BP00345,BACC00361,AST01414,ORD01414,FTTC Broadband,Annual,38.0,20/05/2026,18/08/2026,Active
BP00346,BACC00459,AST01402,ORD01402,Ethernet Circuit,Monthly,220.0,20/05/2026,20/06/2026,Active
BP00347,BACC00799,AST01376,ORD01376,PSTN Line,Monthly,20.35,20/05/2026,19/06/2026,Active
BP00348,BACC00699,AST00565,ORD00565,FTTC Broadband,Annual,76.0,20/05/2026,18/08/2026,Ceased
BP00349,BACC00350,AST01037,ORD01037,FTTC Broadband,Quarterly,47.5,20/05/2026,19/06/2026,Active
BP00350,BACC00896,AST01806,ORD01806,Ethernet Circuit,Quarterly,220.0,20/05/2026,20/06/2026,Active
BP00351,BACC00408,AST00610,ORD00610,Cloud Voice,Annual,19.0,20/05/2026,20/06/2026,Active
BP00352,BACC00578,AST00674,ORD00674,Cloud Voice,Monthly,10.45,20/05/2026,18/08/2026,Ceased
BP00353,BACC00732,AST00843,ORD00843,MPLS Circuit,Monthly,225.0,20/05/2026,19/06/2026,Active
BP00354,BACC00137,AST01901,ORD01901,Mobile Voice,Annual,30.0,20/05/2026,20/06/2026,Active
BP00355,BACC00549,AST00893,ORD00893,SIP Trunk,Quarterly,15.4,20/05/2026,20/06/2026,Ceased
BP00356,BACC00470,AST00876,ORD00876,SD-WAN,Monthly,165.0,20/05/2026,20/06/2026,Active
BP00357,BACC00299,AST00467,ORD00467,FTTP Broadband,Quarterly,49.5,20/05/2026,19/06/2026,Active
BP00358,BACC00289,AST01575,ORD01575,SD-WAN,Monthly,165.0,20/05/2026,19/06/2026,Active
BP00359,BACC00985,AST01806,ORD01806,Ethernet Circuit,Quarterly,198.0,20/05/2026,19/06/2026,Active
BP00360,BACC00074,AST01360,ORD01360,PSTN Line,Annual,18.5,20/05/2026,19/06/2026,Active
BP00361,BACC00182,AST01849,ORD01849,Cloud Voice,Monthly,14.25,20/05/2026,19/06/2026,Active
BP00362,BACC00319,AST01939,ORD01939,FTTC Broadband,Monthly,34.2,20/05/2026,19/06/2026,Active
BP00363,BACC00047,AST01110,ORD01110,PSTN Line,Annual,27.75,20/05/2026,19/06/2026,Active
BP00364,BACC00461,AST00256,ORD00256,MPLS Circuit,Annual,180.0,20/05/2026,19/06/2026,Active
BP00365,BACC00304,AST00057,ORD00057,MPLS Circuit,Monthly,270.0,20/05/2026,20/06/2026,Ceased
BP00366,BACC00765,AST01056,ORD01056,SIP Trunk,Quarterly,17.5,20/05/2026,19/06/2026,Active
BP00367,BACC00811,AST00406,ORD00406,SD-WAN,Annual,150.0,20/05/2026,20/06/2026,Active
BP00368,BACC00598,AST01406,ORD01406,FTTC Broadband,Annual,57.0,20/05/2026,19/06/2026,Active
BP00369,BACC00180,AST01438,ORD01438,FTTP Broadband,Quarterly,49.5,20/05/2026,18/08/2026,Ceased
BP00370,BACC00091,AST01101,ORD01101,FTTC Broadband,Annual,34.2,20/05/2026,20/06/2026,Active
BP00371,BACC00223,AST01012,ORD01012,PSTN Line,Quarterly,37.0,20/05/2026,18/08/2026,Active
BP00372,BACC00567,AST01297,ORD01297,SIP Trunk,Quarterly,12.6,20/05/2026,19/06/2026,Active
BP00373,BACC00547,AST01276,ORD01276,Mobile Voice,Annual,21.6,20/05/2026,18/08/2026,Active
BP00374,BACC00871,AST00678,ORD00678,FTTC Broadband,Annual,34.2,20/05/2026,19/06/2026,Active
BP00375,BACC00898,AST00072,ORD00072,SD-WAN,Quarterly,165.0,20/05/2026,20/06/2026,Ceased
BP00376,BACC00698,AST01868,ORD01868,SD-WAN,Annual,150.0,20/05/2026,18/08/2026,Active
BP00377,BACC00266,AST00725,ORD00725,PSTN Line,Annual,37.0,20/05/2026,18/08/2026,Active
BP00378,BACC00766,AST01387,ORD01387,Ethernet Circuit,Monthly,198.0,20/05/2026,18/08/2026,Active
BP00379,BACC00573,AST00449,ORD00449,FTTP Broadband,Monthly,40.5,20/05/2026,20/06/2026,Inactive
BP00380,BACC00310,AST01180,ORD01180,FTTC Broadband,Quarterly,47.5,20/05/2026,20/06/2026,Active
BP00381,BACC00295,AST00056,ORD00056,SD-WAN,Annual,135.0,20/05/2026,19/06/2026,Active
BP00382,BACC00113,AST00029,ORD00029,MPLS Circuit,Quarterly,162.0,20/05/2026,20/06/2026,Active
BP00383,BACC00721,AST00389,ORD00389,Cloud Voice,Annual,8.55,20/05/2026,20/06/2026,Ceased
BP00384,BACC00180,AST01438,ORD01438,FTTP Broadband,Annual,67.5,20/05/2026,19/06/2026,Active
BP00385,BACC00688,AST00426,ORD00426,Broadband,Monthly,28.8,20/05/2026,18/08/2026,Active
BP00386,BACC00118,AST01197,ORD01197,Mobile Voice,Monthly,36.0,20/05/2026,19/06/2026,Active
BP00387,BACC00313,AST00704,ORD00704,SD-WAN,Monthly,225.0,20/05/2026,18/08/2026,Active
BP00388,BACC00520,AST01991,ORD01991,Mobile Voice,Annual,26.4,20/05/2026,18/08/2026,Active
BP00389,BACC00094,AST00258,ORD00258,SD-WAN,Annual,135.0,20/05/2026,19/06/2026,Inactive
BP00390,BACC00836,AST00781,ORD00781,Broadband,Quarterly,40.0,20/05/2026,18/08/2026,Active
BP00391,BACC00073,AST01381,ORD01381,SD-WAN,Monthly,300.0,20/05/2026,19/06/2026,Active
BP00392,BACC00215,AST01980,ORD01980,SD-WAN,Monthly,135.0,20/05/2026,19/06/2026,Active
BP00393,BACC00661,AST00947,ORD00947,Ethernet Circuit,Annual,220.0,20/05/2026,19/06/2026,Ceased
BP00394,BACC00735,AST00077,ORD00077,Cloud Voice,Quarterly,9.5,20/05/2026,19/06/2026,Active
BP00395,BACC00066,AST00602,ORD00602,Cloud Voice,Quarterly,19.0,20/05/2026,18/08/2026,Active
BP00396,BACC00083,AST00736,ORD00736,FTTP Broadband,Annual,40.5,20/05/2026,19/06/2026,Active
BP00397,BACC00308,AST00508,ORD00508,MPLS Circuit,Monthly,270.0,20/05/2026,20/06/2026,Active
BP00398,BACC00396,AST00975,ORD00975,Ethernet Circuit,Quarterly,330.0,20/05/2026,19/06/2026,Active
BP00399,BACC00247,AST01780,ORD01780,SIP Trunk,Quarterly,21.0,20/05/2026,18/08/2026,Active
BP00400,BACC00711,AST01505,ORD01505,Mobile Voice,Annual,48.0,20/05/2026,20/06/2026,Active
BP00401,BACC00990,AST00518,ORD00518,Cloud Voice,Annual,8.55,20/05/2026,19/06/2026,Active
BP00402,BACC00499,AST00713,ORD00713,SIP Trunk,Quarterly,15.4,20/05/2026,19/06/2026,Ceased
BP00403,BACC00129,AST00144,ORD00144,SD-WAN,Annual,165.0,20/05/2026,19/06/2026,Active
BP00404,BACC00200,AST01037,ORD01037,FTTC Broadband,Quarterly,41.8,20/05/2026,19/06/2026,Inactive
BP00405,BACC00169,AST00947,ORD00947,Ethernet Circuit,Quarterly,198.0,20/05/2026,19/06/2026,Active
BP00406,BACC00333,AST00092,ORD00092,FTTP Broadband,Quarterly,67.5,20/05/2026,19/06/2026,Active
BP00407,BACC00172,AST00765,ORD00765,SD-WAN,Quarterly,150.0,20/05/2026,18/08/2026,Active
BP00408,BACC00031,AST01654,ORD01654,PSTN Line,Annual,16.65,20/05/2026,18/08/2026,Ceased
BP00409,BACC00189,AST01202,ORD01202,Broadband,Monthly,32.0,20/05/2026,18/08/2026,Inactive
BP00410,BACC00497,AST01925,ORD01925,Mobile Voice,Quarterly,48.0,20/05/2026,18/08/2026,Active
BP00411,BACC00212,AST00349,ORD00349,Ethernet Circuit,Annual,198.0,20/05/2026,18/08/2026,Active
BP00412,BACC00221,AST01826,ORD01826,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Active
BP00413,BACC00815,AST01788,ORD01788,Ethernet Circuit,Quarterly,198.0,20/05/2026,20/06/2026,Active
BP00414,BACC00140,AST01333,ORD01333,MPLS Circuit,Monthly,198.0,20/05/2026,18/08/2026,Active
BP00415,BACC00737,AST01064,ORD01064,FTTC Broadband,Monthly,47.5,20/05/2026,19/06/2026,Active
BP00416,BACC00934,AST01947,ORD01947,SD-WAN,Quarterly,165.0,20/05/2026,19/06/2026,Active
BP00417,BACC00685,AST01497,ORD01497,FTTC Broadband,Monthly,41.8,20/05/2026,20/06/2026,Active
BP00418,BACC00036,AST00792,ORD00792,Cloud Voice,Quarterly,11.88,20/05/2026,20/06/2026,Active
BP00419,BACC00875,AST00715,ORD00715,SD-WAN,Monthly,165.0,20/05/2026,19/06/2026,Active
BP00420,BACC00855,AST00316,ORD00316,MPLS Circuit,Monthly,225.0,20/05/2026,18/08/2026,Active
BP00421,BACC00186,AST00583,ORD00583,PSTN Line,Monthly,18.5,20/05/2026,20/06/2026,Active
BP00422,BACC00844,AST00250,ORD00250,PSTN Line,Quarterly,20.35,20/05/2026,19/06/2026,Active
BP00423,BACC00373,AST00327,ORD00327,SIP Trunk,Quarterly,28.0,20/05/2026,20/06/2026,Active
BP00424,BACC00947,AST00019,ORD00019,PSTN Line,Quarterly,23.12,20/05/2026,20/06/2026,Active
BP00425,BACC00697,AST01994,ORD01994,FTTC Broadband,Quarterly,41.8,20/05/2026,18/08/2026,Ceased
BP00426,BACC00260,AST01329,ORD01329,MPLS Circuit,Monthly,360.0,20/05/2026,18/08/2026,Ceased
BP00427,BACC00159,AST01019,ORD01019,SIP Trunk,Annual,15.4,20/05/2026,20/06/2026,Active
BP00428,BACC00159,AST01019,ORD01019,SIP Trunk,Monthly,21.0,20/05/2026,20/06/2026,Active
BP00429,BACC00217,AST00398,ORD00398,Mobile Voice,Annual,36.0,20/05/2026,18/08/2026,Active
BP00430,BACC00009,AST01702,ORD01702,MPLS Circuit,Quarterly,162.0,20/05/2026,20/06/2026,Active
BP00431,BACC00552,AST00790,ORD00790,SD-WAN,Monthly,135.0,20/05/2026,20/06/2026,Active
BP00432,BACC00098,AST00876,ORD00876,SD-WAN,Quarterly,300.0,20/05/2026,20/06/2026,Active
BP00433,BACC00073,AST01381,ORD01381,SD-WAN,Quarterly,300.0,20/05/2026,20/06/2026,Active
BP00434,BACC00716,AST00441,ORD00441,Mobile Voice,Annual,48.0,20/05/2026,18/08/2026,Active
BP00435,BACC00261,AST00738,ORD00738,Mobile Voice,Annual,36.0,20/05/2026,19/06/2026,Active
BP00436,BACC00139,AST00501,ORD00501,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Active
BP00437,BACC00429,AST01000,ORD01000,PSTN Line,Quarterly,16.65,20/05/2026,18/08/2026,Active
BP00438,BACC00263,AST01068,ORD01068,PSTN Line,Monthly,37.0,20/05/2026,18/08/2026,Active
BP00439,BACC00873,AST01428,ORD01428,FTTP Broadband,Quarterly,56.25,20/05/2026,18/08/2026,Active
BP00440,BACC00213,AST00629,ORD00629,FTTC Broadband,Annual,34.2,20/05/2026,18/08/2026,Active
BP00441,BACC00034,AST01652,ORD01652,MPLS Circuit,Monthly,162.0,20/05/2026,20/06/2026,Active
BP00442,BACC00395,AST00162,ORD00162,Cloud Voice,Monthly,8.55,20/05/2026,19/06/2026,Active
BP00443,BACC00732,AST01082,ORD01082,FTTC Broadband,Quarterly,47.5,20/05/2026,19/06/2026,Active
BP00444,BACC00917,AST01298,ORD01298,Mobile Voice,Annual,48.0,20/05/2026,19/06/2026,Active
BP00445,BACC00614,AST01951,ORD01951,Mobile Voice,Annual,30.0,20/05/2026,19/06/2026,Inactive
BP00446,BACC00904,AST00277,ORD00277,MPLS Circuit,Annual,180.0,20/05/2026,18/08/2026,Active
BP00447,BACC00197,AST00618,ORD00618,FTTP Broadband,Annual,56.25,20/05/2026,19/06/2026,Active
BP00448,BACC00578,AST00674,ORD00674,Cloud Voice,Annual,8.55,20/05/2026,19/06/2026,Active
BP00449,BACC00377,AST00054,ORD00054,Cloud Voice,Monthly,8.55,20/05/2026,20/06/2026,Active
BP00450,BACC00323,AST00631,ORD00631,Cloud Voice,Quarterly,19.0,20/05/2026,18/08/2026,Ceased
BP00451,BACC00405,AST00477,ORD00477,PSTN Line,Monthly,37.0,20/05/2026,19/06/2026,Inactive
BP00452,BACC00770,AST00036,ORD00036,SD-WAN,Quarterly,150.0,20/05/2026,19/06/2026,Active
BP00453,BACC00043,AST01340,ORD01340,PSTN Line,Annual,16.65,20/05/2026,19/06/2026,Active
BP00454,BACC00696,AST01191,ORD01191,SD-WAN,Monthly,135.0,20/05/2026,18/08/2026,Active
BP00455,BACC00155,AST00338,ORD00338,Broadband,Quarterly,48.0,20/05/2026,18/08/2026,Active
BP00456,BACC00287,AST01364,ORD01364,Broadband,Monthly,32.0,20/05/2026,19/06/2026,Active
BP00457,BACC00160,AST01292,ORD01292,FTTP Broadband,Monthly,40.5,20/05/2026,20/06/2026,Active
BP00458,BACC00792,AST01033,ORD01033,Mobile Voice,Monthly,30.0,20/05/2026,19/06/2026,Active
BP00459,BACC00772,AST00323,ORD00323,FTTP Broadband,Quarterly,90.0,20/05/2026,19/06/2026,Active
BP00460,BACC00457,AST01551,ORD01551,Broadband,Annual,48.0,20/05/2026,18/08/2026,Active
BP00461,BACC00133,AST01344,ORD01344,FTTC Broadband,Monthly,41.8,20/05/2026,18/08/2026,Active
BP00462,BACC00130,AST00668,ORD00668,Ethernet Circuit,Monthly,275.0,20/05/2026,20/06/2026,Active
BP00463,BACC00785,AST01203,ORD01203,MPLS Circuit,Quarterly,360.0,20/05/2026,19/06/2026,Active
BP00464,BACC00698,AST01740,ORD01740,SIP Trunk,Monthly,28.0,20/05/2026,19/06/2026,Active
BP00465,BACC00362,AST01164,ORD01164,SIP Trunk,Monthly,28.0,20/05/2026,18/08/2026,Active
BP00466,BACC00556,AST01006,ORD01006,SIP Trunk,Quarterly,28.0,20/05/2026,20/06/2026,Active
BP00467,BACC00707,AST00056,ORD00056,SD-WAN,Annual,187.5,20/05/2026,20/06/2026,Active
BP00468,BACC00619,AST01413,ORD01413,MPLS Circuit,Annual,225.0,20/05/2026,20/06/2026,Active
BP00469,BACC00066,AST00602,ORD00602,MPLS Circuit,Annual,270.0,20/05/2026,20/06/2026,Inactive
BP00470,BACC00120,AST01598,ORD01598,MPLS Circuit,Annual,180.0,20/05/2026,19/06/2026,Active
BP00471,BACC00723,AST00182,ORD00182,Mobile Voice,Monthly,24.0,20/05/2026,20/06/2026,Active
BP00472,BACC00766,AST01078,ORD01078,Ethernet Circuit,Monthly,330.0,20/05/2026,20/06/2026,Active
BP00473,BACC00618,AST01858,ORD01858,MPLS Circuit,Quarterly,360.0,20/05/2026,19/06/2026,Active
BP00474,BACC00093,AST00723,ORD00723,SD-WAN,Quarterly,150.0,20/05/2026,20/06/2026,Active
BP00475,BACC00190,AST01673,ORD01673,Broadband,Annual,35.2,20/05/2026,19/06/2026,Active
BP00476,BACC00204,AST01424,ORD01424,Ethernet Circuit,Quarterly,220.0,20/05/2026,18/08/2026,Active
BP00477,BACC00536,AST00241,ORD00241,PSTN Line,Monthly,20.35,20/05/2026,19/06/2026,Active
BP00478,BACC00839,AST00685,ORD00685,SD-WAN,Monthly,135.0,20/05/2026,20/06/2026,Active
BP00479,BACC00945,AST00693,ORD00693,FTTP Broadband,Quarterly,40.5,20/05/2026,20/06/2026,Active
BP00480,BACC00867,AST01138,ORD01138,Mobile Voice,Quarterly,24.0,20/05/2026,18/08/2026,Active
BP00481,BACC00308,AST00735,ORD00735,FTTC Broadband,Annual,76.0,20/05/2026,18/08/2026,Active
BP00482,BACC00644,AST01455,ORD01455,Cloud Voice,Quarterly,9.5,20/05/2026,18/08/2026,Active
BP00483,BACC00392,AST00474,ORD00474,FTTP Broadband,Quarterly,56.25,20/05/2026,20/06/2026,Active
BP00484,BACC00438,AST00121,ORD00121,FTTC Broadband,Monthly,41.8,20/05/2026,19/06/2026,Inactive
BP00485,BACC00908,AST01049,ORD01049,Cloud Voice,Monthly,9.5,20/05/2026,20/06/2026,Active
BP00486,BACC00515,AST00841,ORD00841,MPLS Circuit,Monthly,270.0,20/05/2026,19/06/2026,Active
BP00487,BACC00890,AST01894,ORD01894,FTTC Broadband,Monthly,34.2,20/05/2026,20/06/2026,Ceased
BP00488,BACC00416,AST00261,ORD00261,SD-WAN,Quarterly,225.0,20/05/2026,20/06/2026,Active
BP00489,BACC00846,AST00958,ORD00958,SD-WAN,Quarterly,300.0,20/05/2026,20/06/2026,Active
BP00490,BACC00394,AST01346,ORD01346,FTTP Broadband,Quarterly,45.0,20/05/2026,18/08/2026,Ceased
BP00491,BACC00220,AST00527,ORD00527,SIP Trunk,Monthly,14.0,20/05/2026,18/08/2026,Active
BP00492,BACC00594,AST01748,ORD01748,SD-WAN,Quarterly,135.0,20/05/2026,20/06/2026,Active
BP00493,BACC00761,AST00553,ORD00553,Ethernet Circuit,Quarterly,220.0,20/05/2026,18/08/2026,Active
