asset_id,account_id,asset_type,installation_date,asset_status,location,maintenance_cost,service_number
AST01183,ACC00918,FTTP Broadband,19/02/2023,Ceased,Cardiff,10.24,FTTP1214018445
AST01184,ACC00251,Broadband,10/03/2025,Inactive,Bristol,5.49,BB8712922464
AST01185,ACC00357,FTTC Broadband,15/02/2024,Active,Cardiff,11.2,FTTC9818092057
AST01186,ACC00187,PSTN Line,27/05/2023,Ceased,Cardiff,4.98,PSTN6804319527
AST01187,ACC00491,FTTC Broadband,04/11/2023,Active,Cardiff,4.68,FTTC9950926729
AST01188,ACC00267,PSTN Line,21/09/2025,Active,Glasgow,5.45,PSTN1840123526
AST01189,ACC00394,MPLS Circuit,28/06/2023,Active,Bristol,34.62,MPLS9193013469
AST01190,ACC00246,PSTN Line,23/05/2025,Active,Cardiff,3.73,PSTN1932095294
AST01191,ACC00475,SD-WAN,26/08/2024,Active,Liverpool,49.49,SDWAN8911986720
AST01192,ACC00788,FTTP Broadband,09/10/2023,Ceased,Birmingham,15.64,FTTP4543463523
AST01193,ACC00798,Ethernet Circuit,30/04/2025,Active,London,72.63,ETH6233465930
AST01194,ACC00295,PSTN Line,21/12/2023,Active,Manchester,3.62,PSTN5334653796
AST01195,ACC00537,FTTP Broadband,28/06/2024,Active,London,9.62,FTTP4243916639
AST01196,ACC00300,Cloud Voice,03/01/2026,Active,Edinburgh,1.09,CV8016604843
AST01197,ACC00679,Mobile Voice,08/06/2024,Active,Leeds,8.04,MOB7236506966
AST01198,ACC00836,Cloud Voice,12/12/2024,Active,Manchester,0.8,CV7664334159
AST01199,ACC00291,FTTC Broadband,16/10/2023,Active,Liverpool,4.17,FTTC1678225981
AST01200,ACC00925,Broadband,11/06/2025,Active,Birmingham,5.54,BB1362014753
AST01201,ACC00214,Broadband,06/04/2023,Active,Liverpool,7.27,BB4819390045
AST01202,ACC00808,Broadband,05/01/2025,Active,Birmingham,9.29,BB1483240102
AST01203,ACC00792,MPLS Circuit,28/11/2025,Active,Glasgow,10.97,MPLS4810930183
AST01204,ACC00100,Mobile Voice,06/07/2024,Ceased,Cardiff,2.48,MOB6781116023
AST01205,ACC00330,PSTN Line,01/04/2025,Active,Reading,5.33,PSTN6284838704
AST01206,ACC00997,Ethernet Circuit,04/07/2024,Active,Cardiff,42.71,ETH2961504277
AST01207,ACC00373,FTTP Broadband,06/01/2024,Inactive,Liverpool,12.71,FTTP3588768494
AST01208,ACC00644,Cloud Voice,11/04/2025,Active,Glasgow,1.53,CV8585786234
AST01209,ACC00104,Cloud Voice,05/03/2025,Active,Cardiff,2.8,CV1546352118
AST01210,ACC00909,MPLS Circuit,05/12/2024,Active,Leeds,29.61,MPLS2426927687
AST01211,ACC00852,Broadband,13/08/2024,Active,Cardiff,10.13,BB9271663487
AST01212,ACC00234,SIP Trunk,25/02/2023,Ceased,Manchester,1.67,SIP3338102780
AST01213,ACC00431,Cloud Voice,29/01/2024,Inactive,Birmingham,0.98,CV9206772278
AST01214,ACC00327,Cloud Voice,12/09/2023,Ceased,Liverpool,0.8,CV1452982389
AST01215,ACC00417,PSTN Line,30/12/2025,Active,Manchester,1.56,PSTN5525872691
AST01216,ACC00391,PSTN Line,19/03/2024,Ceased,Birmingham,4.07,PSTN2284053283
AST01217,ACC00725,FTTC Broadband,29/08/2023,Active,Reading,2.67,FTTC2233321447
AST01218,ACC00967,SIP Trunk,21/07/2025,Active,Liverpool,1.05,SIP1048702737
AST01219,ACC00364,SD-WAN,28/02/2026,Active,Cardiff,50.1,SDWAN9549869740
AST01220,ACC00770,PSTN Line,06/09/2025,Active,Bristol,1.96,PSTN1835517410
AST01221,ACC00571,MPLS Circuit,27/02/2026,Active,Birmingham,40.73,MPLS4167588489
AST01222,ACC00946,FTTP Broadband,01/09/2025,Active,Cardiff,10.6,FTTP8386866743
AST01223,ACC00921,Mobile Voice,17/02/2026,Active,London,1.38,MOB8644292358
AST01224,ACC00293,Broadband,20/03/2023,Active,Reading,6.57,BB7114112138
AST01225,ACC00993,Cloud Voice,01/01/2023,Active,Edinburgh,0.67,CV1086220580
AST01226,ACC00636,SIP Trunk,19/07/2025,Active,Bristol,3.13,SIP9453028270
AST01227,ACC00587,FTTC Broadband,03/02/2023,Active,Liverpool,5.03,FTTC3597539444
AST01228,ACC00235,MPLS Circuit,04/08/2025,Active,Edinburgh,39.59,MPLS3688509932
AST01229,ACC00782,Ethernet Circuit,31/12/2024,Active,Cardiff,27.83,ETH4403469043
AST01230,ACC00539,Mobile Voice,05/02/2023,Active,Edinburgh,3.47,MOB5454880097
AST01231,ACC00947,SD-WAN,17/05/2024,Active,Leeds,46.19,SDWAN8486834453
AST01232,ACC00611,Ethernet Circuit,16/08/2023,Active,Birmingham,47.66,ETH7177953637
AST01233,ACC00902,Cloud Voice,27/06/2025,Active,Reading,1.55,CV8646145604
AST01234,ACC00095,Broadband,31/08/2025,Inactive,Reading,3.43,BB8450882008
AST01235,ACC00121,MPLS Circuit,08/09/2025,Active,Glasgow,38.33,MPLS6052640978
AST01236,ACC00312,MPLS Circuit,04/06/2025,Active,Bristol,32.91,MPLS9896984832
AST01237,ACC00458,FTTC Broadband,01/07/2024,Ceased,London,10.4,FTTC6711012719
AST01238,ACC00167,SIP Trunk,09/08/2024,Ceased,Birmingham,1.49,SIP9686363882
AST01239,ACC00005,MPLS Circuit,16/05/2025,Inactive,Birmingham,24.68,MPLS5868653665
AST01240,ACC00384,Mobile Voice,13/05/2024,Active,Birmingham,3.89,MOB9454525009
AST01241,ACC00096,FTTP Broadband,26/08/2023,Inactive,London,4.26,FTTP2197225916
AST01242,ACC00566,Broadband,02/10/2025,Active,London,10.21,BB7511441451
AST01243,ACC00590,SD-WAN,04/03/2025,Active,Liverpool,32.15,SDWAN7127856985
AST01244,ACC00957,Ethernet Circuit,03/10/2024,Active,Glasgow,40.65,ETH6078700435
AST01245,ACC00304,FTTC Broadband,28/01/2024,Active,Edinburgh,4.64,FTTC8054228425
AST01246,ACC00006,Cloud Voice,28/11/2025,Active,Liverpool,1.49,CV5549415624
AST01247,ACC00028,PSTN Line,14/12/2025,Active,Cardiff,2.15,PSTN1709421257
AST01248,ACC00267,FTTP Broadband,29/12/2024,Active,Bristol,14.16,FTTP4267360144
AST01249,ACC00057,FTTP Broadband,26/05/2024,Active,Leeds,8.05,FTTP3146736140
AST01250,ACC00090,SIP Trunk,02/04/2024,Ceased,Liverpool,2.52,SIP6105813014
AST01251,ACC00159,Broadband,06/08/2023,Active,London,2.2,BB5972020208
AST01252,ACC00120,Broadband,21/06/2025,Active,Manchester,10.04,BB2485798881
AST01253,ACC00454,Mobile Voice,18/03/2024,Active,Glasgow,7.06,MOB6252922928
AST01254,ACC00944,SD-WAN,13/01/2025,Active,Manchester,35.36,SDWAN5189244412
AST01255,ACC00460,MPLS Circuit,19/12/2023,Active,Liverpool,35.97,MPLS5560388464
AST01256,ACC00609,SD-WAN,13/01/2025,Active,Glasgow,24.66,SDWAN6063246903
AST01257,ACC00860,Cloud Voice,30/12/2023,Inactive,Leeds,1.07,CV2715069922
AST01258,ACC00792,Broadband,24/12/2025,Active,Liverpool,5.2,BB5988268199
AST01259,ACC00745,MPLS Circuit,14/03/2025,Active,Glasgow,53.39,MPLS6644828513
AST01260,ACC00223,Ethernet Circuit,18/02/2026,Active,Reading,54.01,ETH1732746457
AST01261,ACC00544,Ethernet Circuit,26/11/2025,Active,Leeds,42.57,ETH2694484070
AST01262,ACC00382,FTTC Broadband,19/06/2025,Active,Liverpool,11.91,FTTC6808676169
AST01263,ACC00309,MPLS Circuit,29/06/2023,Active,Reading,61.32,MPLS3271093185
AST01264,ACC00127,PSTN Line,15/11/2025,Active,Leeds,3.51,PSTN4901085345
AST01265,ACC00595,Mobile Voice,21/02/2024,Inactive,Cardiff,1.96,MOB4308569847
AST01266,ACC00597,Cloud Voice,07/01/2023,Active,Liverpool,0.56,CV7017365167
AST01267,ACC00753,MPLS Circuit,10/11/2023,Inactive,Cardiff,62.76,MPLS7456967553
AST01268,ACC00252,MPLS Circuit,14/06/2023,Active,Manchester,51.26,MPLS4250233671
AST01269,ACC00534,MPLS Circuit,30/09/2024,Active,Glasgow,54.66,MPLS3521894822
AST01270,ACC00470,MPLS Circuit,18/08/2023,Active,Manchester,59.47,MPLS7830256278
AST01271,ACC00590,FTTP Broadband,23/01/2023,Active,Liverpool,5.67,FTTP4495524849
AST01272,ACC00342,Ethernet Circuit,17/02/2023,Active,Reading,36.31,ETH7173590258
AST01273,ACC00130,FTTC Broadband,10/05/2024,Inactive,Leeds,12.79,FTTC4927628195
AST01274,ACC00273,FTTC Broadband,05/03/2025,Active,Edinburgh,12.97,FTTC8741411336
AST01275,ACC00267,SIP Trunk,06/07/2023,Active,Cardiff,3.47,SIP7875347339
AST01276,ACC00169,Mobile Voice,27/08/2023,Ceased,Leeds,7.99,MOB2741384922
AST01277,ACC00464,FTTC Broadband,01/05/2025,Active,Glasgow,6.71,FTTC8734345344
AST01278,ACC00031,Mobile Voice,25/06/2023,Active,Edinburgh,5.06,MOB5487723220
AST01279,ACC00790,Cloud Voice,02/01/2026,Active,Reading,2.97,CV3082947289
AST01280,ACC00428,MPLS Circuit,01/03/2025,Active,Cardiff,39.78,MPLS4644611398
AST01281,ACC00816,MPLS Circuit,28/11/2023,Active,Bristol,10.95,MPLS6349351760
AST01282,ACC00951,FTTP Broadband,05/04/2023,Inactive,Bristol,13.42,FTTP1078299004
AST01283,ACC00607,Broadband,28/02/2025,Inactive,Birmingham,8.28,BB2206747733
AST01284,ACC00125,SIP Trunk,06/01/2026,Active,Reading,0.92,SIP2978780176
AST01285,ACC00170,Mobile Voice,27/11/2025,Active,Reading,3.78,MOB6008684327
AST01286,ACC00495,Ethernet Circuit,10/07/2025,Active,London,11.28,ETH7074183891
AST01287,ACC00656,Mobile Voice,02/12/2025,Active,Liverpool,3.53,MOB2372793689
AST01288,ACC00274,Ethernet Circuit,18/02/2024,Ceased,Glasgow,25.72,ETH3625097472
AST01289,ACC00665,Cloud Voice,09/04/2025,Active,Edinburgh,2.84,CV3157324313
AST01290,ACC00603,Broadband,18/03/2026,Active,Liverpool,8.33,BB9331302071
AST01291,ACC00595,Ethernet Circuit,30/08/2025,Active,Leeds,52.33,ETH4453903705
AST01292,ACC00949,FTTP Broadband,05/05/2023,Active,Edinburgh,7.75,FTTP5192773581
AST01293,ACC00653,SIP Trunk,02/02/2024,Active,Liverpool,2.73,SIP7832851856
AST01294,ACC00875,PSTN Line,06/03/2024,Active,Manchester,2.39,PSTN6367997782
AST01295,ACC00943,FTTP Broadband,20/07/2025,Inactive,Birmingham,5.24,FTTP8427142521
AST01296,ACC00847,Cloud Voice,20/11/2023,Active,Reading,2.54,CV2072394222
AST01297,ACC00204,SIP Trunk,04/08/2024,Active,Birmingham,4.84,SIP6132967010
AST01298,ACC00194,Mobile Voice,10/04/2026,Active,Glasgow,5.0,MOB4162559985
AST01299,ACC00010,Ethernet Circuit,20/11/2024,Active,Edinburgh,48.99,ETH5894233080
AST01300,ACC00059,SD-WAN,02/11/2023,Inactive,Liverpool,9.26,SDWAN2317392015
AST01301,ACC00002,FTTC Broadband,14/05/2023,Active,Bristol,13.0,FTTC8667027984
AST01302,ACC00407,MPLS Circuit,24/07/2023,Active,Manchester,32.36,MPLS2496890659
AST01303,ACC00449,Mobile Voice,17/01/2025,Active,Edinburgh,4.17,MOB8350749055
AST01304,ACC00914,Broadband,24/05/2023,Active,Glasgow,5.32,BB3851725794
AST01305,ACC00112,FTTC Broadband,20/12/2025,Active,London,11.88,FTTC5670276483
AST01306,ACC00286,MPLS Circuit,22/01/2025,Active,Liverpool,40.04,MPLS8462357570
AST01307,ACC00937,PSTN Line,26/10/2024,Active,Manchester,2.06,PSTN5553239911
AST01308,ACC00362,Ethernet Circuit,13/06/2023,Active,Bristol,14.5,ETH8453942867
AST01309,ACC00771,FTTP Broadband,19/10/2024,Active,Bristol,7.35,FTTP3542542929
AST01310,ACC00545,Broadband,08/11/2024,Active,Manchester,3.7,BB3408741436
AST01311,ACC00732,SIP Trunk,03/06/2024,Active,Birmingham,4.75,SIP8350914111
AST01312,ACC00893,MPLS Circuit,03/10/2025,Active,Glasgow,34.63,MPLS3333244438
AST01313,ACC00965,MPLS Circuit,04/02/2026,Ceased,Liverpool,18.35,MPLS4794788951
AST01314,ACC00015,FTTC Broadband,19/09/2025,Active,Birmingham,5.69,FTTC9367934610
AST01315,ACC00608,Ethernet Circuit,06/04/2025,Active,Bristol,70.11,ETH4558718346
AST01316,ACC00456,Broadband,11/02/2026,Active,Edinburgh,7.43,BB4426900686
AST01317,ACC00407,SD-WAN,01/11/2024,Active,Edinburgh,20.18,SDWAN4051907020
AST01318,ACC00795,Mobile Voice,31/03/2025,Active,Cardiff,1.69,MOB7912730118
AST01319,ACC00734,FTTP Broadband,30/04/2025,Active,Bristol,14.29,FTTP6799816306
AST01320,ACC00777,Cloud Voice,31/01/2023,Active,Glasgow,2.7,CV4359066560
AST01321,ACC00849,Cloud Voice,24/07/2023,Active,Glasgow,1.69,CV3104203382
AST01322,ACC00133,SD-WAN,04/02/2025,Active,Glasgow,34.86,SDWAN6288235432
AST01323,ACC00299,MPLS Circuit,03/02/2023,Active,Leeds,32.38,MPLS3818706681
AST01324,ACC00334,SD-WAN,29/10/2024,Inactive,Bristol,25.31,SDWAN4363235291
AST01325,ACC00564,FTTP Broadband,27/01/2026,Active,London,4.18,FTTP5154834320
AST01326,ACC00754,FTTP Broadband,01/11/2024,Active,Edinburgh,11.47,FTTP8706136899
AST01327,ACC00088,FTTP Broadband,19/04/2024,Active,Birmingham,6.38,FTTP5466699496
AST01328,ACC00883,FTTC Broadband,19/08/2023,Active,Cardiff,10.83,FTTC5535440143
AST01329,ACC00312,MPLS Circuit,19/03/2025,Active,Birmingham,16.52,MPLS4771649633
AST01330,ACC00241,SIP Trunk,14/07/2025,Active,Edinburgh,4.24,SIP4918431093
AST01331,ACC00714,FTTC Broadband,01/10/2024,Active,Glasgow,5.16,FTTC9820017711
AST01332,ACC00962,Ethernet Circuit,07/01/2026,Ceased,Manchester,39.43,ETH9452448346
AST01333,ACC00833,MPLS Circuit,10/11/2024,Active,London,15.78,MPLS2441666802
AST01334,ACC00150,PSTN Line,01/05/2024,Active,Liverpool,3.45,PSTN1743154678
AST01335,ACC00324,PSTN Line,13/12/2024,Active,Cardiff,3.03,PSTN6249226989
AST01336,ACC00590,Ethernet Circuit,17/05/2025,Active,Birmingham,16.8,ETH1278372854
AST01337,ACC00212,Broadband,18/09/2024,Active,Bristol,6.44,BB7523746264
AST01338,ACC00526,FTTP Broadband,27/09/2024,Ceased,Reading,2.58,FTTP9354744521
AST01339,ACC00206,Cloud Voice,17/11/2024,Inactive,Birmingham,0.57,CV4064571279
AST01340,ACC00395,PSTN Line,11/06/2023,Active,London,1.87,PSTN6376557579
AST01341,ACC00576,SD-WAN,12/11/2025,Active,London,21.45,SDWAN2719976109
AST01342,ACC00705,Cloud Voice,18/03/2025,Active,Edinburgh,3.3,CV5852799991
AST01343,ACC00613,Broadband,15/04/2025,Active,Birmingham,8.06,BB7749458683
AST01344,ACC00531,FTTC Broadband,18/06/2023,Ceased,London,10.04,FTTC4532587093
AST01345,ACC00746,FTTC Broadband,19/12/2025,Active,Cardiff,11.52,FTTC5025909092
AST01346,ACC00501,Mobile Voice,28/08/2025,Active,Cardiff,6.9,MOB6489372643
AST01347,ACC00068,SIP Trunk,08/08/2025,Active,Cardiff,4.21,SIP3959909460
AST01348,ACC00595,FTTC Broadband,30/03/2026,Active,Manchester,10.06,FTTC9765677179
AST01349,ACC00797,Cloud Voice,03/01/2023,Ceased,Edinburgh,0.75,CV2120903423
AST01350,ACC00165,SIP Trunk,29/05/2025,Active,Glasgow,3.79,SIP2288686208
AST01351,ACC00613,Mobile Voice,01/03/2025,Inactive,Edinburgh,6.09,MOB1460349221
AST01352,ACC00573,MPLS Circuit,26/06/2025,Active,Birmingham,31.89,MPLS7652034400
AST01353,ACC00462,Mobile Voice,23/01/2026,Inactive,Birmingham,6.47,MOB1365862125
AST01354,ACC00354,Mobile Voice,08/10/2024,Active,Liverpool,5.59,MOB3807509269
AST01355,ACC00393,SIP Trunk,26/05/2023,Active,Bristol,2.43,SIP1732728736
AST01356,ACC00593,FTTC Broadband,08/07/2023,Active,Cardiff,10.32,FTTC4995616118
AST01357,ACC00288,Broadband,11/07/2025,Active,Glasgow,2.16,BB8972493829
AST01358,ACC00184,MPLS Circuit,02/02/2026,Active,Reading,19.63,MPLS8211045890
AST01359,ACC00185,Mobile Voice,21/12/2024,Active,London,4.97,MOB5752531669
AST01360,ACC00180,PSTN Line,05/11/2024,Active,Manchester,6.19,PSTN9888177522
AST01361,ACC00877,Broadband,29/01/2025,Ceased,Bristol,10.73,BB8041135461
AST01362,ACC00995,FTTC Broadband,09/09/2024,Active,Reading,9.43,FTTC9573079343
AST01363,ACC00532,FTTC Broadband,16/09/2023,Active,Edinburgh,7.8,FTTC7480384615
AST01364,ACC00717,Broadband,17/06/2025,Active,Edinburgh,6.21,BB6577253207
AST01365,ACC00341,Ethernet Circuit,28/03/2026,Active,Glasgow,49.01,ETH3195804760
AST01366,ACC00097,Mobile Voice,17/05/2025,Active,Leeds,8.03,MOB1041433529
AST01367,ACC00319,SIP Trunk,29/12/2024,Ceased,Manchester,2.04,SIP6540083137
AST01368,ACC00108,Cloud Voice,22/12/2023,Active,Glasgow,1.78,CV7287613308
AST01369,ACC00477,FTTP Broadband,06/05/2025,Active,Edinburgh,11.58,FTTP3045025574
AST01370,ACC00799,PSTN Line,25/01/2025,Active,Leeds,2.06,PSTN1876456546
AST01371,ACC00270,Cloud Voice,02/10/2023,Active,Glasgow,1.22,CV7732076177
AST01372,ACC00526,Mobile Voice,24/06/2024,Active,Birmingham,1.43,MOB4611291594
AST01373,ACC00060,PSTN Line,02/07/2023,Active,London,6.3,PSTN5834318800
AST01374,ACC00995,PSTN Line,23/05/2025,Active,Glasgow,1.89,PSTN6857857586
AST01375,ACC00259,Ethernet Circuit,06/08/2025,Inactive,Liverpool,45.01,ETH3007984868
AST01376,ACC00059,PSTN Line,28/11/2023,Active,Liverpool,1.92,PSTN1564031418
AST01377,ACC00698,Broadband,20/01/2023,Active,Bristol,7.07,BB9124268323
AST01378,ACC00306,PSTN Line,28/08/2023,Active,Edinburgh,5.22,PSTN2413205632
AST01379,ACC00970,SIP Trunk,26/08/2023,Active,Reading,2.11,SIP5188684528
AST01380,ACC00987,Broadband,09/04/2023,Active,Liverpool,3.6,BB5505797329
AST01381,ACC00481,SD-WAN,01/03/2023,Active,London,44.39,SDWAN4924692282
AST01382,ACC00547,SIP Trunk,08/01/2024,Active,Reading,1.8,SIP3491990059
AST01383,ACC00480,PSTN Line,27/02/2025,Active,Liverpool,1.48,PSTN8466593551
AST01384,ACC00443,Mobile Voice,19/08/2024,Active,Birmingham,2.88,MOB9882463596
AST01385,ACC00445,MPLS Circuit,25/01/2024,Active,Cardiff,47.94,MPLS6650182661
AST01386,ACC00606,MPLS Circuit,03/05/2025,Inactive,Manchester,30.1,MPLS5870203151
AST01387,ACC00966,Ethernet Circuit,28/01/2026,Active,Bristol,27.53,ETH2716877601
AST01388,ACC00281,SD-WAN,13/07/2023,Inactive,Liverpool,21.26,SDWAN4297447818
AST01389,ACC00860,SIP Trunk,24/06/2023,Active,Birmingham,3.31,SIP3198713868
AST01390,ACC00378,FTTP Broadband,19/11/2023,Active,Liverpool,14.85,FTTP1719099419
AST01391,ACC00568,SIP Trunk,20/08/2025,Active,Bristol,4.23,SIP7807049820
AST01392,ACC00946,SIP Trunk,09/04/2025,Active,London,1.57,SIP8637085661
AST01393,ACC00866,Cloud Voice,27/09/2024,Active,Manchester,1.32,CV4628397154
AST01394,ACC00345,Ethernet Circuit,17/10/2024,Active,Reading,23.78,ETH7085368788
AST01395,ACC00927,Broadband,25/04/2024,Active,London,5.62,BB3163851256
AST01396,ACC00167,Ethernet Circuit,02/09/2023,Active,London,60.7,ETH1228390893
AST01397,ACC00241,Ethernet Circuit,16/10/2025,Active,Reading,41.12,ETH3999394131
AST01398,ACC00036,SIP Trunk,03/12/2023,Active,Edinburgh,2.76,SIP7929511512
AST01399,ACC00394,Mobile Voice,27/02/2026,Active,Edinburgh,1.21,MOB7586194879
AST01400,ACC00906,Ethernet Circuit,29/06/2025,Active,Edinburgh,43.51,ETH1723676422
AST01401,ACC00071,SD-WAN,06/05/2023,Active,Leeds,36.96,SDWAN4945801592
AST01402,ACC00462,Ethernet Circuit,16/03/2025,Active,London,20.77,ETH8423250183
AST01403,ACC00067,Cloud Voice,04/03/2026,Inactive,Liverpool,2.84,CV6883460947
AST01404,ACC00338,FTTP Broadband,29/07/2025,Active,Leeds,14.0,FTTP9192328772
AST01405,ACC00553,Broadband,12/03/2026,Active,London,7.71,BB5643328242
AST01406,ACC00845,FTTC Broadband,10/05/2023,Active,Bristol,9.32,FTTC1400898157
AST01407,ACC00889,MPLS Circuit,08/04/2023,Active,London,32.33,MPLS4155369346
AST01408,ACC00100,Broadband,21/05/2025,Active,Birmingham,6.87,BB6014379119
AST01409,ACC00410,Cloud Voice,09/02/2024,Active,Bristol,1.69,CV8735533052
AST01410,ACC00069,Ethernet Circuit,09/11/2023,Active,Birmingham,62.12,ETH8876151432
AST01411,ACC00186,FTTC Broadband,27/01/2023,Inactive,Cardiff,8.79,FTTC4744172791
AST01412,ACC00942,PSTN Line,07/10/2023,Active,Glasgow,4.42,PSTN9203666279
AST01413,ACC00334,MPLS Circuit,23/01/2023,Inactive,Leeds,29.53,MPLS7480334382
AST01414,ACC00213,FTTC Broadband,17/02/2025,Active,Manchester,7.8,FTTC3649904772
AST01415,ACC00231,MPLS Circuit,31/03/2024,Active,Reading,18.74,MPLS8669559363
AST01416,ACC00971,SIP Trunk,11/11/2025,Active,Reading,2.27,SIP2589878187
AST01417,ACC00276,FTTP Broadband,01/11/2025,Ceased,Manchester,12.95,FTTP2700601722
AST01418,ACC00001,Mobile Voice,01/03/2025,Active,Liverpool,3.81,MOB1307466032
AST01419,ACC00200,MPLS Circuit,18/12/2025,Active,Bristol,58.87,MPLS6602637736
AST01420,ACC00076,MPLS Circuit,24/07/2025,Active,Glasgow,48.76,MPLS3285266665
AST01421,ACC00117,SD-WAN,13/04/2024,Active,Cardiff,17.14,SDWAN9525701372
AST01422,ACC00431,MPLS Circuit,17/05/2023,Active,Leeds,48.56,MPLS9295642969
AST01423,ACC00956,Broadband,24/06/2023,Active,Birmingham,3.14,BB9357618326
AST01424,ACC01000,Ethernet Circuit,17/05/2023,Active,Cardiff,68.17,ETH6756869406
AST01425,ACC00664,Broadband,22/11/2024,Active,Edinburgh,8.3,BB6958656066
AST01426,ACC00970,SIP Trunk,31/01/2023,Active,London,2.66,SIP1901263532
AST01427,ACC00674,Broadband,14/09/2025,Active,Glasgow,6.74,BB1933926771
AST01428,ACC00439,FTTP Broadband,10/12/2024,Active,Bristol,11.29,FTTP4771232455
AST01429,ACC00351,Ethernet Circuit,04/01/2026,Active,Manchester,63.26,ETH6782667591
AST01430,ACC00887,Ethernet Circuit,01/01/2024,Active,Edinburgh,67.35,ETH2076647243
AST01431,ACC00500,FTTP Broadband,03/12/2024,Active,Cardiff,15.3,FTTP4024122052
AST01432,ACC00253,Mobile Voice,17/12/2025,Active,Birmingham,1.25,MOB4775371607
AST01433,ACC00166,SIP Trunk,31/10/2025,Active,Leeds,4.22,SIP8288095823
AST01434,ACC00556,SIP Trunk,15/01/2026,Active,Reading,3.28,SIP7773771864
AST01435,ACC00353,MPLS Circuit,05/02/2023,Active,Edinburgh,19.83,MPLS9606433483
AST01436,ACC00881,FTTP Broadband,24/03/2023,Ceased,Glasgow,7.87,FTTP4292016585
AST01437,ACC00759,PSTN Line,26/12/2025,Ceased,Leeds,4.79,PSTN7035672614
AST01438,ACC00331,FTTP Broadband,05/10/2023,Inactive,Edinburgh,13.99,FTTP4184667857
AST01439,ACC00174,SIP Trunk,30/04/2023,Active,London,2.94,SIP7628144170
AST01440,ACC00731,FTTC Broadband,27/05/2023,Active,Birmingham,7.42,FTTC5054219632
AST01441,ACC00185,PSTN Line,18/02/2025,Active,Birmingham,4.11,PSTN5079440124
AST01442,ACC00687,FTTP Broadband,15/08/2024,Active,London,3.18,FTTP8487957429
AST01443,ACC00881,Mobile Voice,15/10/2025,Active,Leeds,4.58,MOB4529643235
AST01444,ACC00663,SD-WAN,13/04/2026,Inactive,Reading,28.47,SDWAN4866694031
AST01445,ACC00609,Broadband,04/04/2026,Active,Reading,3.57,BB1983908148
AST01446,ACC00043,SIP Trunk,02/12/2025,Inactive,Edinburgh,0.92,SIP4433950623
AST01447,ACC00914,Cloud Voice,11/07/2024,Active,Manchester,1.86,CV4173996834
AST01448,ACC00868,PSTN Line,09/11/2024,Active,Reading,2.95,PSTN2895926331
AST01449,ACC00019,MPLS Circuit,28/09/2025,Ceased,Liverpool,34.03,MPLS5794579337
AST01450,ACC00213,FTTP Broadband,24/09/2025,Active,London,14.65,FTTP5056823298
AST01451,ACC00358,SD-WAN,24/06/2025,Active,Glasgow,35.08,SDWAN6772463607
AST01452,ACC00016,PSTN Line,10/03/2026,Active,Reading,3.24,PSTN9253240366
AST01453,ACC00575,Cloud Voice,13/12/2023,Active,Cardiff,0.97,CV7520431402
AST01454,ACC00851,FTTC Broadband,12/12/2023,Active,Edinburgh,4.37,FTTC3291668623
AST01455,ACC00524,Cloud Voice,08/10/2024,Active,Birmingham,0.72,CV2663575453
AST01456,ACC00610,PSTN Line,18/07/2025,Inactive,London,2.33,PSTN2988558549
AST01457,ACC00953,Cloud Voice,04/03/2023,Ceased,Reading,1.11,CV3937225922
AST01458,ACC00215,Cloud Voice,07/11/2024,Active,London,1.79,CV6765473025
AST01459,ACC00545,Cloud Voice,06/10/2023,Active,Manchester,0.66,CV9986509804
AST01460,ACC00198,SD-WAN,16/12/2024,Active,Bristol,39.97,SDWAN8677636047
AST01461,ACC00451,SIP Trunk,31/12/2025,Ceased,Cardiff,1.34,SIP9109023021
AST01462,ACC00729,FTTC Broadband,26/05/2024,Active,Glasgow,2.57,FTTC8538720383
AST01463,ACC00065,MPLS Circuit,16/12/2023,Ceased,Bristol,10.8,MPLS7270518691
AST01464,ACC00304,SIP Trunk,03/02/2023,Active,Manchester,1.37,SIP8298590630
AST01465,ACC00066,MPLS Circuit,20/05/2024,Active,Cardiff,34.63,MPLS8829769296
AST01466,ACC00815,Cloud Voice,18/12/2023,Active,Bristol,2.48,CV6541052266
AST01467,ACC00016,Ethernet Circuit,30/09/2024,Active,London,57.88,ETH9581126144
AST01468,ACC00631,Broadband,06/06/2025,Active,Leeds,9.4,BB7431449931
AST01469,ACC00563,FTTP Broadband,12/01/2026,Active,Birmingham,12.63,FTTP4882405939
AST01470,ACC00117,FTTC Broadband,26/01/2024,Active,Edinburgh,7.67,FTTC8276928935
AST01471,ACC00004,Cloud Voice,17/11/2025,Active,Glasgow,1.26,CV8135200716
AST01472,ACC00592,Mobile Voice,27/02/2025,Active,Manchester,6.23,MOB2845564623
AST01473,ACC00081,MPLS Circuit,27/12/2024,Ceased,Edinburgh,10.37,MPLS1283271734
AST01474,ACC00602,Ethernet Circuit,17/05/2024,Active,Edinburgh,51.53,ETH3898141197
AST01475,ACC00067,Cloud Voice,24/01/2026,Active,Liverpool,1.5,CV7687272099
AST01476,ACC00060,Cloud Voice,29/06/2023,Inactive,Birmingham,3.02,CV8132663497
AST01477,ACC00564,Ethernet Circuit,13/08/2025,Active,London,12.68,ETH3730405986
AST01478,ACC00289,Cloud Voice,13/09/2025,Ceased,Liverpool,1.12,CV7238983480
